PostId; PostHistoryId; PostBlockTypeId; LocalId; PredLocalId; SuccLocalId; Comment
"29774793"; "88653057"; "1"; "1"; "null"; "1"; ""; 
"29774793"; "88653781"; "1"; "1"; "1"; "1"; ""; 
"29774793"; "88654236"; "1"; "1"; "1"; "1"; ""; 
"29774793"; "88654313"; "1"; "1"; "1"; "1"; ""; 
"29774793"; "88654543"; "1"; "1"; "1"; "1"; ""; 
"29774793"; "88655577"; "1"; "1"; "1"; "1"; ""; 
"29774793"; "147213965"; "1"; "1"; "1"; "null"; ""; 
"29774793"; "88653057"; "2"; "2"; "null"; "2"; ""; 
"29774793"; "88653781"; "2"; "2"; "2"; "2"; ""; 
"29774793"; "88654236"; "2"; "2"; "2"; "2"; ""; 
"29774793"; "88654313"; "2"; "2"; "2"; "2"; ""; 
"29774793"; "88654543"; "2"; "2"; "2"; "2"; ""; 
"29774793"; "88655577"; "2"; "2"; "2"; "2"; ""; 
"29774793"; "147213965"; "2"; "2"; "2"; "null"; ""; 
"29774793"; "88653057"; "1"; "3"; "null"; "3"; ""; 
"29774793"; "88653781"; "1"; "3"; "3"; "3"; ""; 
"29774793"; "88654236"; "1"; "3"; "3"; "3"; ""; 
"29774793"; "88654313"; "1"; "3"; "3"; "3"; ""; 
"29774793"; "88654543"; "1"; "3"; "3"; "3"; ""; 
"29774793"; "88655577"; "1"; "3"; "3"; "3"; ""; 
"29774793"; "147213965"; "1"; "3"; "3"; "null"; ""; 
"29774793"; "88653057"; "2"; "4"; "null"; "4"; ""; 
"29774793"; "88653781"; "2"; "4"; "4"; "4"; ""; 
"29774793"; "88654236"; "2"; "4"; "4"; "4"; ""; 
"29774793"; "88654313"; "2"; "4"; "4"; "4"; ""; 
"29774793"; "88654543"; "2"; "4"; "4"; "4"; ""; 
"29774793"; "88655577"; "2"; "4"; "4"; "4"; ""; 
"29774793"; "147213965"; "2"; "4"; "4"; "null"; ""; 
"29774793"; "88653057"; "1"; "5"; "null"; "5"; ""; 
"29774793"; "88653781"; "1"; "5"; "5"; "5"; ""; 
"29774793"; "88654236"; "1"; "5"; "5"; "5"; ""; 
"29774793"; "88654313"; "1"; "5"; "5"; "5"; ""; 
"29774793"; "88654543"; "1"; "5"; "5"; "5"; ""; 
"29774793"; "88655577"; "1"; "5"; "5"; "5"; ""; 
"29774793"; "147213965"; "1"; "5"; "5"; "null"; ""; 
"29774793"; "88653781"; "2"; "6"; "null"; "6"; ""; 
"29774793"; "88654236"; "2"; "6"; "6"; "6"; ""; 
"29774793"; "88654313"; "2"; "6"; "6"; "null"; ""; 
"29774793"; "88654236"; "1"; "7"; "null"; "null"; ""; 
"29774793"; "88655577"; "2"; "6"; "null"; "6"; ""; 
"29774793"; "147213965"; "2"; "6"; "6"; "null"; ""; 
