PostId;PostHistoryId;PostBlockTypeId;LocalId;PredLocalId;SuccLocalId;Comment
34779037;108393476;1;1;null;1;""
34779037;108394289;1;1;1;1;""
34779037;108395446;1;1;1;1;""
34779037;108396194;1;1;1;1;""
34779037;108398426;1;1;1;1;""
34779037;146772316;1;1;1;null;""
34779037;108393476;2;2;null;2;""
34779037;108394289;2;2;2;2;""
34779037;108395446;2;2;2;2;""
34779037;108396194;2;2;2;2;""
34779037;108398426;2;2;2;2;""
34779037;146772316;2;2;2;null;""
34779037;108393476;1;3;null;3;""
34779037;108394289;1;3;3;null;""
34779037;108395446;1;3;null;3;""
34779037;108396194;1;3;3;3;""
34779037;108398426;1;3;3;3;""
34779037;146772316;1;3;3;null;""
